lap_var,actual,phone,width
26.383750410440534,Blurry,Samsung,4128
728.8916598197223,Blurry,Samsung,400
75.92661611241297,Blurry,Samsung,1600
27.319277524718576,Blurry,Samsung,4128
730.2878773308335,Blurry,Samsung,400
82.25704728086986,Blurry,Samsung,1600
464.5785055968759,Not,Samsung,4128
8056.373371663264,Not,Samsung,400
3984.991622554418,Not,Samsung,1600
104.65810660354099,Blurry,Samsung,4128
3028.056883333333,Blurry,Samsung,400
822.2068760545786,Blurry,Samsung,1600
25.719229824706154,Blurry,Samsung,4128
665.4257401641667,Blurry,Samsung,400
71.51536426145728,Blurry,Samsung,1600
25.134306465916872,Blurry,Samsung,4128
632.9255175530557,Blurry,Samsung,400
67.65954163624566,Blurry,Samsung,1600
252.70420948038432,Not,Samsung,4128
5362.290887151042,Not,Samsung,400
1861.9645223773555,Not,Samsung,1600
71.95781761722289,Blurry,Samsung,4128
1037.856413433264,Blurry,Samsung,400
257.34958381998035,Blurry,Samsung,1600
63.31966368832658,Blurry,Samsung,4128
824.3197639441668,Blurry,Samsung,400
204.83449109544247,Blurry,Samsung,1600
56.64731184988607,Blurry,Samsung,4128
560.5246957975,Blurry,Samsung,400
173.4247556163127,Blurry,Samsung,1600
421.4981211300354,Not,Samsung,4128
7992.440533416598,Not,Samsung,400
3463.714119450171,Not,Samsung,1600
185.84295056444483,Blurry,Samsung,4128
3803.2601413165976,Blurry,Samsung,400
1135.720830279848,Blurry,Samsung,1600
64.02303664624672,Blurry,Samsung,4128
814.500989219722,Blurry,Samsung,400
204.24725902369693,Blurry,Samsung,1600
58.44951701775212,Blurry,Samsung,4128
567.4906520399306,Blurry,Samsung,400
178.57621912188557,Blurry,Samsung,1600
442.0284658600179,Not,Samsung,4128
7754.797425395556,Not,Samsung,400
3542.195196724931,Not,Samsung,1600
69.59310079685524,Blurry,Samsung,4128
908.8942581597224,Blurry,Samsung,400
247.90801336892252,Blurry,Samsung,1600
65.16149017662453,Blurry,Samsung,4128
775.2448777110417,Blurry,Samsung,400
205.73924812187073,Blurry,Samsung,1600
57.565151830794456,Blurry,Samsung,4128
550.3791086530555,Blurry,Samsung,400
176.28034923589163,Blurry,Samsung,1600
417.55916908343397,Not,Samsung,4128
7532.916941499931,Not,Samsung,400
3394.733622886043,Not,Samsung,1600
149.9590397326099,Blurry,Samsung,4128
3130.5970200108336,Blurry,Samsung,400
883.4552646850456,Blurry,Samsung,1600
62.22388595511026,Blurry,Samsung,4128
799.9199938330555,Blurry,Samsung,400
199.860495830728,Blurry,Samsung,1600
55.28239723428567,Blurry,Samsung,4128
526.511360369375,Blurry,Samsung,400
168.28018382036439,Blurry,Samsung,1600
416.00182435513545,Not,Samsung,4128
7375.737382688264,Not,Samsung,400
3326.2034007544753,Not,Samsung,1600
260.49792437212204,Blurry,Samsung,4128
5256.9664886910405,Blurry,Samsung,400
1989.990501039931,Blurry,Samsung,1600
58.192380949298006,Blurry,Samsung,4128
683.5714260000001,Blurry,Samsung,400
181.30216012326392,Blurry,Samsung,1600
56.58422506663746,Blurry,Samsung,4128
522.8516497774999,Blurry,Samsung,400
171.71664940806315,Blurry,Samsung,1600
58.48495956860779,Not,Samsung,4128
1845.4877924375,Not,Samsung,400
450.671074403255,Not,Samsung,1600
33.232321837050705,Blurry,Samsung,4128
1061.110096132222,Blurry,Samsung,400
189.00000207291234,Blurry,Samsung,1600
18.775011329936245,Blurry,Samsung,4128
395.05890063270834,Blurry,Samsung,400
57.59072133788383,Blurry,Samsung,1600
18.7665084698988,Blurry,Samsung,4128
402.6479061082639,Blurry,Samsung,400
57.984566113170324,Blurry,Samsung,1600
87.00736594405282,Not,Samsung,4128
2585.0579943197226,Not,Samsung,400
776.4444863632635,Not,Samsung,1600
33.83853672922976,Blurry,Samsung,4128
1164.846445024375,Blurry,Samsung,400
205.07427383289917,Blurry,Samsung,1600
23.27084050578675,Blurry,Samsung,4128
760.2773275733334,Blurry,Samsung,400
95.37708745616212,Blurry,Samsung,1600
16.88218809070559,Blurry,Samsung,4128
272.3091039455556,Blurry,Samsung,400
49.01318432984378,Blurry,Samsung,1600
116.26227832270666,Not,Samsung,4128
2959.2898958315973,Not,Samsung,400
979.1954230718532,Not,Samsung,1600
40.86279502045802,Blurry,Samsung,4128
1449.103070613264,Blurry,Samsung,400
282.7427367520549,Blurry,Samsung,1600
23.340310734919886,Blurry,Samsung,4128
783.0664180499306,Blurry,Samsung,400
97.1632471823998,Blurry,Samsung,1600
18.569441187864093,Blurry,Samsung,4128
447.36144579159725,Blurry,Samsung,400
58.61640379532879,Blurry,Samsung,1600
81.7352265457003,Not,Samsung,4128
2446.9457040641664,Not,Samsung,400
713.7259036300779,Not,Samsung,1600
42.73242863886403,Blurry,Samsung,4128
1483.245398877708,Blurry,Samsung,400
309.7100233847437,Blurry,Samsung,1600
20.401262944069646,Blurry,Samsung,4128
595.9437673915972,Blurry,Samsung,400
72.57887390242081,Blurry,Samsung,1600
17.57681595023065,Blurry,Samsung,4128
356.4183353749305,Blurry,Samsung,400
53.57924786650936,Blurry,Samsung,1600
107.29702097223563,Not,Samsung,4128
2872.7727297549304,Not,Samsung,400
924.1061936873434,Not,Samsung,1600
36.27469709075537,Blurry,Samsung,4128
1185.664092345556,Blurry,Samsung,400
237.17006197230882,Blurry,Samsung,1600
16.932127039877887,Blurry,Samsung,4128
360.2681073322222,Blurry,Samsung,400
51.7855806868487,Blurry,Samsung,1600
15.832405524796016,Blurry,Samsung,4128
240.34324545826388,Blurry,Samsung,400
45.86962355976535,Blurry,Samsung,1600
30.547987345596354,Not,Samsung,4128
1076.2057497155554,Not,Samsung,400
187.09022291426976,Not,Samsung,1600
31.783735563408044,Blurry,Samsung,4128
1118.980798478889,Blurry,Samsung,400
200.4678489570042,Blurry,Samsung,1600
15.369959875908807,Blurry,Samsung,4128
328.39507411326395,Blurry,Samsung,400
36.65944630377578,Blurry,Samsung,1600
13.885941728263761,Blurry,Samsung,4128
201.5062083177083,Blurry,Samsung,400
29.246197881510408,Blurry,Samsung,1600
97.0068948360947,Not,Samsung,4128
2297.4590631822225,Not,Samsung,400
725.1653994668593,Not,Samsung,1600
67.65960535297177,Blurry,Samsung,4128
1944.5938986715976,Blurry,Samsung,400
546.6360286399713,Blurry,Samsung,1600
15.818270965411672,Blurry,Samsung,4128
361.62010541493055,Blurry,Samsung,400
39.14015468704401,Blurry,Samsung,1600
14.158054531058177,Blurry,Samsung,4128
220.41713694270837,Blurry,Samsung,400
30.234242707078995,Blurry,Samsung,1600
112.92054651884845,Not,Samsung,4128
2348.2536126549303,Not,Samsung,400
803.3370707571345,Not,Samsung,1600
56.903025752053644,Blurry,Samsung,4128
1809.1014741597223,Blurry,Samsung,400
477.1162999893652,Blurry,Samsung,1600
15.814130909362756,Blurry,Samsung,4128
370.915908169375,Blurry,Samsung,400
40.03571789070938,Blurry,Samsung,1600
14.411164457336957,Blurry,Samsung,4128
219.12863244888888,Blurry,Samsung,400
31.102375291731494,Blurry,Samsung,1600
95.0474232402998,Not,Samsung,4128
2222.641841591041,Not,Samsung,400
722.2509118944009,Not,Samsung,1600
35.93702691153196,Blurry,Samsung,4128
944.8485037066666,Blurry,Samsung,400
220.49572186163098,Blurry,Samsung,1600
15.37087456074417,Blurry,Samsung,4128
316.04073833604156,Blurry,Samsung,400
37.20377912993054,Blurry,Samsung,1600
13.880034990539249,Blurry,Samsung,4128
181.9965597322222,Blurry,Samsung,400
29.016222242838282,Blurry,Samsung,1600
103.88089682865271,Not,Samsung,4128
2149.7704405399304,Not,Samsung,400
746.5528903499304,Not,Samsung,1600
35.4222746440265,Blurry,Samsung,4128
1139.0249796433332,Blurry,Samsung,400
239.49984045207907,Blurry,Samsung,1600
14.434497741947334,Blurry,Samsung,4128
196.80455012326394,Blurry,Samsung,400
30.5281071546742,Blurry,Samsung,1600
14.658510010574538,Blurry,Samsung,4128
192.2725354622222,Blurry,Samsung,400
30.970882368436413,Blurry,Samsung,1600
87.21248996837977,Not,Samsung,4128
1504.827322138264,Not,Samsung,400
448.54019834275124,Not,Samsung,1600
57.023014814715836,Blurry,Samsung,4128
598.0910127215973,Blurry,Samsung,400
200.80685459798147,Blurry,Samsung,1600
49.86449076797301,Blurry,Samsung,4128
418.01132255305555,Blurry,Samsung,400
153.2578338484633,Blurry,Samsung,1600
52.206668424472255,Blurry,Samsung,4128
345.64294164159725,Blurry,Samsung,400
157.960009373176,Blurry,Samsung,1600
110.82653676874364,Not,Samsung,4128
2044.7027981766669,Not,Samsung,400
667.1728109154656,Not,Samsung,1600
72.29526611558876,Blurry,Samsung,4128
1173.9886936663888,Blurry,Samsung,400
319.1010638243357,Blurry,Samsung,1600
52.21861479125736,Blurry,Samsung,4128
450.57406502493046,Blurry,Samsung,400
161.63639476692603,Blurry,Samsung,1600
53.48693182762203,Blurry,Samsung,4128
352.97955657770837,Blurry,Samsung,400
162.02445562789688,Blurry,Samsung,1600
106.52396759676283,Not,Samsung,4128
1942.9557146933334,Not,Samsung,400
636.9923592549645,Not,Samsung,1600
86.27901491583538,Blurry,Samsung,4128
1561.0370492775,Blurry,Samsung,400
469.8724562225685,Blurry,Samsung,1600
52.98688098910947,Blurry,Samsung,4128
421.0520717766666,Blurry,Samsung,400
162.50497275429458,Blurry,Samsung,1600
52.09599689692016,Blurry,Samsung,4128
346.999704069375,Blurry,Samsung,400
157.85378140012998,Blurry,Samsung,1600
111.19564911201942,Not,Samsung,4128
2028.592457966389,Not,Samsung,400
666.4467659314455,Not,Samsung,1600
64.50211513229823,Blurry,Samsung,4128
934.4234335915971,Blurry,Samsung,400
260.11796868380094,Blurry,Samsung,1600
53.36197361007778,Blurry,Samsung,4128
594.7445245322222,Blurry,Samsung,400
173.07336718746723,Blurry,Samsung,1600
49.9697261121389,Blurry,Samsung,4128
420.9730674832639,Blurry,Samsung,400
153.82635998326384,Blurry,Samsung,1600
114.03350567238667,Not,Samsung,4128
1989.3448898622225,Not,Samsung,400
685.5609639372387,Not,Samsung,1600
96.84075789150329,Blurry,Samsung,4128
1639.711329786389,Blurry,Samsung,400
540.6382801548566,Blurry,Samsung,1600
50.452267456981595,Blurry,Samsung,4128
401.3916315555556,Blurry,Samsung,400
154.71544935758442,Blurry,Samsung,1600
49.49815035365697,Blurry,Samsung,4128
317.5875487988889,Blurry,Samsung,400
149.5616358777602,Blurry,Samsung,1600
125.47765668482396,Not,Samsung,4128
3328.1427984374996,Not,Samsung,400
1051.4966504952667,Not,Samsung,1600
55.17654147175131,Blurry,Samsung,4128
1383.7578259565973,Blurry,Samsung,400
357.51220239266263,Blurry,Samsung,1600
21.718954142329572,Blurry,Samsung,4128
570.1681644166669,Blurry,Samsung,400
68.86194372750002,Blurry,Samsung,1600
19.105453022477935,Blurry,Samsung,4128
343.34378899972216,Blurry,Samsung,400
55.239828124755846,Blurry,Samsung,1600
148.8601596246283,Not,Samsung,4128
3991.2241177549304,Not,Samsung,400
1388.706896771397,Not,Samsung,1600
71.5761291861168,Blurry,Samsung,4128
1987.4610617530554,Blurry,Samsung,400
527.2553670653643,Blurry,Samsung,1600
29.867218169269513,Blurry,Samsung,4128
1053.1832949375,Blurry,Samsung,400
127.04798956296764,Blurry,Samsung,1600
18.904060921633956,Blurry,Samsung,4128
361.796544208264,Blurry,Samsung,400
55.41117392914926,Blurry,Samsung,1600
256.2383748814023,Not,Samsung,4128
5123.575360433055,Not,Samsung,400
2190.892310961015,Not,Samsung,1600
82.78024217884746,Blurry,Samsung,4128
2343.0461413749304,Blurry,Samsung,400
660.2513385233293,Blurry,Samsung,1600
31.36068767418633,Blurry,Samsung,4128
1121.6135050215971,Blurry,Samsung,400
140.7309390716143,Blurry,Samsung,1600
18.55629487832373,Blurry,Samsung,4128
350.315484994375,Blurry,Samsung,400
53.58450394694007,Blurry,Samsung,1600
179.5540584813111,Not,Samsung,4128
4441.360203233265,Not,Samsung,400
1707.3700212970155,Not,Samsung,1600
68.87198418370308,Blurry,Samsung,4128
1576.5033166382639,Blurry,Samsung,400
469.16569374356646,Blurry,Samsung,1600
27.275006869339506,Blurry,Samsung,4128
936.8945616041665,Blurry,Samsung,400
108.28875982990205,Blurry,Samsung,1600
20.90267989262148,Blurry,Samsung,4128
560.1263406160417,Blurry,Samsung,400
66.04541193289693,Blurry,Samsung,1600
212.3938616325338,Not,Samsung,4128
4939.070699586388,Not,Samsung,400
1925.2091384737746,Not,Samsung,1600
27.18400805949843,Blurry,Samsung,4128
682.0714540277085,Blurry,Samsung,400
112.0567364570041,Blurry,Samsung,1600
27.06390956258599,Blurry,Samsung,4128
947.3234794465972,Blurry,Samsung,400
110.00835312993058,Blurry,Samsung,1600
18.205635225498913,Blurry,Samsung,4128
369.1625731927083,Blurry,Samsung,400
53.477819465524874,Blurry,Samsung,1600
142.48031738355195,Not,Samsung,4128
2935.4641977997226,Not,Samsung,400
1146.014732810154,Not,Samsung,1600
48.27132749733599,Blurry,Samsung,4128
1186.489915186389,Blurry,Samsung,400
308.66290675875615,Blurry,Samsung,1600
17.815606157507535,Blurry,Samsung,4128
440.913023374375,Blurry,Samsung,400
44.841677590433726,Blurry,Samsung,1600
15.16519616419615,Blurry,Samsung,4128
264.07244415972224,Blurry,Samsung,400
32.65189894659724,Blurry,Samsung,1600
172.66407868497367,Not,Samsung,4128
3157.9259997777085,Not,Samsung,400
1306.7340208072642,Not,Samsung,1600
71.39737095555563,Blurry,Samsung,4128
1857.6238644166667,Blurry,Samsung,400
547.5604588490753,Blurry,Samsung,1600
17.87499259815021,Blurry,Samsung,4128
438.88139007750004,Blurry,Samsung,400
44.94360051271456,Blurry,Samsung,1600
12.212479897775905,Blurry,Samsung,4128
49.02956607993056,Blurry,Samsung,400
23.971131226870664,Blurry,Samsung,1600
188.3172303448344,Not,Samsung,4128
3326.3691965330568,Not,Samsung,400
1388.1645133267943,Not,Samsung,1600
67.01713193991225,Blurry,Samsung,4128
1871.9955678622223,Blurry,Samsung,400
505.7805014721871,Blurry,Samsung,1600
18.569229179984866,Blurry,Samsung,4128
462.7249585132639,Blurry,Samsung,400
48.32862527755831,Blurry,Samsung,1600
15.419640937227609,Blurry,Samsung,4128
265.15852672993054,Blurry,Samsung,400
33.512998698870426,Blurry,Samsung,1600
168.71050735440534,Not,Samsung,4128
3285.1978483530556,Not,Samsung,400
1301.4876623131245,Not,Samsung,1600
108.41544069344506,Blurry,Samsung,4128
2736.3508798488892,Blurry,Samsung,400
928.313861845103,Blurry,Samsung,1600
17.435944154789315,Blurry,Samsung,4128
420.27504431972227,Blurry,Samsung,400
42.54149421950277,Blurry,Samsung,1600
15.400428280612582,Blurry,Samsung,4128
269.3863624565973,Blurry,Samsung,400
33.29160623080621,Blurry,Samsung,1600
175.9212759407158,Not,Samsung,4128
3098.1368006122225,Not,Samsung,400
1290.577483970804,Not,Samsung,1600
62.279789783802364,Blurry,Samsung,4128
1770.8023268965972,Blurry,Samsung,400
473.3724585855121,Blurry,Samsung,1600
18.175204269471806,Blurry,Samsung,4128
399.7503783955555,Blurry,Samsung,400
43.90759233554664,Blurry,Samsung,1600
15.665550526653597,Blurry,Samsung,4128
245.95723194270838,Blurry,Samsung,400
33.432369452708365,Blurry,Samsung,1600
105.425639390621,Not,Samsung,4128
1962.1295309308332,Not,Samsung,400
584.2314847801629,Not,Samsung,1600
53.54019970920655,Blurry,Samsung,4128
523.7282904308332,Blurry,Samsung,400
174.73602028132578,Blurry,Samsung,1600
56.469674392300035,Blurry,Samsung,4128
587.2678276665973,Blurry,Samsung,400
175.5393822803777,Blurry,Samsung,1600
51.13580249391662,Blurry,Samsung,4128
371.7454075082639,Blurry,Samsung,400
154.72699204015592,Blurry,Samsung,1600
163.85088231179847,Not,Samsung,4128
2956.2932048799307,Not,Samsung,400
1111.9797524639318,Not,Samsung,1600
75.71664785638524,Blurry,Samsung,4128
1153.0962784933336,Blurry,Samsung,400
321.84735257725026,Blurry,Samsung,1600
53.958799906804465,Blurry,Samsung,4128
483.56324148604176,Blurry,Samsung,400
166.03295934327164,Blurry,Samsung,1600
49.96362898837254,Blurry,Samsung,4128
384.2932515582639,Blurry,Samsung,400
153.06265253242083,Blurry,Samsung,1600
177.30883010456873,Not,Samsung,4128
3143.6136773822222,Not,Samsung,400
1202.2193574378184,Not,Samsung,1600
100.43243522825556,Blurry,Samsung,4128
1790.4681246693747,Blurry,Samsung,400
526.4900593542293,Blurry,Samsung,1600
56.946629417843674,Blurry,Samsung,4128
558.5379050108334,Blurry,Samsung,400
176.49863656555544,Blurry,Samsung,1600
54.79030306905189,Blurry,Samsung,4128
413.85212557333335,Blurry,Samsung,400
165.87198142383863,Blurry,Samsung,1600
178.0501185859455,Not,Samsung,4128
3207.693806319722,Not,Samsung,400
1216.8587197877607,Not,Samsung,1600
67.80542550967238,Blurry,Samsung,4128
1005.3144398665972,Blurry,Samsung,400
264.96908435493054,Blurry,Samsung,1600
56.12137543372799,Blurry,Samsung,4128
532.1407567499306,Blurry,Samsung,400
172.2363107820505,Blurry,Samsung,1600
51.473342680060874,Blurry,Samsung,4128
397.83614775,Blurry,Samsung,400
155.857015465,Blurry,Samsung,1600
178.15382316248744,Not,Samsung,4128
3115.4951822465973,Not,Samsung,400
1193.474873251238,Not,Samsung,1600
77.46132489345861,Blurry,Samsung,4128
1341.254424609375,Blurry,Samsung,400
330.8319670481773,Blurry,Samsung,1600
58.21772051110125,Blurry,Samsung,4128
583.8549724332639,Blurry,Samsung,400
180.87171271230432,Blurry,Samsung,1600
51.85910976968702,Blurry,Samsung,4128
401.3823345410417,Blurry,Samsung,400
157.40132963484268,Blurry,Samsung,1600
89.79347562277518,Not,Samsung,4128
2499.1252075965976,Not,Samsung,400
752.0597997812489,Not,Samsung,1600
37.53926029943713,Blurry,Samsung,4128
894.0950889715973,Blurry,Samsung,400
204.88738436752496,Blurry,Samsung,1600
19.72148318863255,Blurry,Samsung,4128
444.2779302122222,Blurry,Samsung,400
61.103359318097866,Blurry,Samsung,1600
18.090793804640814,Blurry,Samsung,4128
288.4779240815973,Blurry,Samsung,400
52.32043225208225,Blurry,Samsung,1600
103.92173697266324,Not,Samsung,4128
2906.492363119723,Not,Samsung,400
954.2401051286441,Not,Samsung,1600
38.977360905470356,Blurry,Samsung,4128
768.1181714215974,Blurry,Samsung,400
218.88840780529284,Blurry,Samsung,1600
26.270675812817924,Blurry,Samsung,4128
843.2838338732639,Blurry,Samsung,400
110.43204008482832,Blurry,Samsung,1600
17.498816911722784,Blurry,Samsung,4128
284.6900758660417,Blurry,Samsung,400
50.73517343628226,Blurry,Samsung,1600
137.224293653352,Not,Samsung,4128
3564.5438924882646,Not,Samsung,400
1243.0565764971507,Not,Samsung,1600
22.457179272767902,Blurry,Samsung,4128
557.3563043549307,Blurry,Samsung,400
88.31846183102188,Blurry,Samsung,1600
26.101017217479274,Blurry,Samsung,4128
840.5953032027084,Blurry,Samsung,400
111.82002783937067,Blurry,Samsung,1600
19.43568288906635,Blurry,Samsung,4128
473.8750953055554,Blurry,Samsung,400
61.50786055141901,Blurry,Samsung,1600
115.31214429568013,Not,Samsung,4128
3099.443343833056,Not,Samsung,400
1068.3911201989454,Not,Samsung,1600
54.61800798108591,Blurry,Samsung,4128
1679.0954284049303,Blurry,Samsung,400
415.6990004666315,Blurry,Samsung,1600
23.401865901498553,Blurry,Samsung,4128
724.8287540277083,Blurry,Samsung,400
88.64044995659712,Blurry,Samsung,1600
18.94000612458781,Blurry,Samsung,4128
441.27617252604165,Blurry,Samsung,400
58.98430937414932,Blurry,Samsung,1600
139.25831269158,Not,Samsung,4128
3341.073464971597,Not,Samsung,400
1255.0868401587347,Not,Samsung,1600
24.54512715071173,Blurry,Samsung,4128
698.954672194375,Blurry,Samsung,400
108.73998069536422,Blurry,Samsung,1600
21.53555957512005,Blurry,Samsung,4128
673.999505598889,Blurry,Samsung,400
79.08755763039933,Blurry,Samsung,1600
18.51375110511898,Blurry,Samsung,4128
440.1394326122222,Blurry,Samsung,400
57.5658824869724,Blurry,Samsung,1600
79.42445690169103,Not,Samsung,4128
2091.300182010833,Not,Samsung,400
605.1308139683915,Not,Samsung,1600
39.86725022912917,Blurry,Samsung,4128
1062.4735748049304,Blurry,Samsung,400
244.7222030932715,Blurry,Samsung,1600
15.70041742910025,Blurry,Samsung,4128
347.1556995330556,Blurry,Samsung,400
36.52803951332903,Blurry,Samsung,1600
14.411383900248818,Blurry,Samsung,4128
227.9687583277083,Blurry,Samsung,400
30.616535396597225,Blurry,Samsung,1600
95.37525249517037,Not,Samsung,4128
2218.4397405465975,Not,Samsung,400
745.9407114355197,Not,Samsung,1600
43.00147438830408,Blurry,Samsung,4128
1219.096027166389,Blurry,Samsung,400
277.3358437259104,Blurry,Samsung,1600
16.65213675667404,Blurry,Samsung,4128
380.48547558638893,Blurry,Samsung,400
41.40608124498262,Blurry,Samsung,1600
14.566513098114937,Blurry,Samsung,4128
227.91874279972222,Blurry,Samsung,400
31.054261453315974,Blurry,Samsung,1600
129.2785577398323,Not,Samsung,4128
2557.593473494375,Not,Samsung,400
959.3883811381928,Not,Samsung,1600
34.49690094164525,Blurry,Samsung,4128
827.0703557708333,Blurry,Samsung,400
193.71276508788375,Blurry,Samsung,1600
16.577541690899164,Blurry,Samsung,4128
364.3584931277083,Blurry,Samsung,400
40.82976818906142,Blurry,Samsung,1600
14.77405092474756,Blurry,Samsung,4128
224.12252266555558,Blurry,Samsung,400
31.637958703606515,Blurry,Samsung,1600
110.649568336186,Not,Samsung,4128
2358.5496816863883,Not,Samsung,400
844.8434411100886,Not,Samsung,1600
56.792513398630646,Blurry,Samsung,4128
1769.9025004149307,Blurry,Samsung,400
449.9629822697871,Blurry,Samsung,1600
15.781720389786123,Blurry,Samsung,4128
339.6227268308333,Blurry,Samsung,400
37.137765015101735,Blurry,Samsung,1600
14.228971498585937,Blurry,Samsung,4128
211.11178015305555,Blurry,Samsung,400
29.878030177342655,Blurry,Samsung,1600
119.42986734830413,Not,Samsung,4128
2275.8993060974994,Not,Samsung,400
885.2716104842558,Not,Samsung,1600
51.40671560869642,Blurry,Samsung,4128
1551.9172872860415,Blurry,Samsung,400
392.50887195138904,Blurry,Samsung,1600
16.666245566585665,Blurry,Samsung,4128
314.5370337965972,Blurry,Samsung,400
38.87689453588298,Blurry,Samsung,1600
15.03325635671044,Blurry,Samsung,4128
204.94744117159723,Blurry,Samsung,400
31.65985788003878,Blurry,Samsung,1600
91.40309341926067,Not,Samsung,4128
1579.686249333056,Not,Samsung,400
467.11433486354576,Not,Samsung,1600
74.34162606351063,Blurry,Samsung,4128
1268.1349914565974,Blurry,Samsung,400
331.22702948359137,Blurry,Samsung,1600
53.425769975091356,Blurry,Samsung,4128
485.04877347749994,Blurry,Samsung,400
165.22222137178716,Blurry,Samsung,1600
54.367374739827774,Blurry,Samsung,4128
499.5759743732639,Blurry,Samsung,400
168.43773642585825,Blurry,Samsung,1600
126.09183391792342,Not,Samsung,4128
2125.550954974375,Not,Samsung,400
778.6372381484331,Not,Samsung,1600
50.39997697864999,Blurry,Samsung,4128
373.01689463305553,Blurry,Samsung,400
153.78940199457895,Blurry,Samsung,1600
54.712927980666976,Blurry,Samsung,4128
473.61404693750006,Blurry,Samsung,400
168.51578520755098,Blurry,Samsung,1600
53.455614925135826,Blurry,Samsung,4128
369.65772223305555,Blurry,Samsung,400
161.5054640727039,Blurry,Samsung,1600
130.2797889112276,Not,Samsung,4128
2204.7165593066666,Not,Samsung,400
802.3952760177075,Not,Samsung,1600
97.46208066670471,Blurry,Samsung,4128
1699.6236446330554,Blurry,Samsung,400
535.3684832108332,Blurry,Samsung,1600
